date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2018041,2018-02-10,MYD11A2,LST_Day_1km,298.6400,309.3200,88170.4375,10.6800,305.0880,4.4714,2.1146,289,289,100.00
A2018049,2018-02-18,MYD11A2,LST_Day_1km,303.1800,314.5400,89599.5078,11.3600,310.0329,4.3266,2.0800,289,289,100.00
A2018057,2018-02-26,MYD11A2,LST_Day_1km,304.7400,317.6600,90133.6797,12.9200,311.8813,6.1615,2.4822,289,289,100.00
A2018065,2018-03-06,MYD11A2,LST_Day_1km,306.2600,319.9800,91033.5391,13.7200,314.9949,5.7938,2.4070,289,289,100.00
A2018073,2018-03-14,MYD11A2,LST_Day_1km,305.6800,319.2400,90618.4062,13.5600,313.5585,5.9068,2.4304,289,289,100.00
A2018081,2018-03-22,MYD11A2,LST_Day_1km,307.1400,321.4200,91649.6719,14.2800,317.1269,5.4072,2.3253,289,289,100.00
A2018089,2018-03-30,MYD11A2,LST_Day_1km,309.0200,323.3600,92176.7969,14.3400,318.9509,4.9262,2.2195,289,289,100.00
A2018097,2018-04-07,MYD11A2,LST_Day_1km,308.7800,322.3600,91746.5156,13.5800,317.4620,5.7222,2.3921,289,289,100.00
A2018105,2018-04-15,MYD11A2,LST_Day_1km,308.7400,321.4800,91715.2891,12.7400,317.3539,5.7852,2.4052,289,289,100.00
A2018113,2018-04-23,MYD11A2,LST_Day_1km,310.8000,325.2200,92881.5234,14.4200,321.3893,5.2339,2.2878,289,289,100.00
A2018121,2018-05-01,MYD11A2,LST_Day_1km,308.3800,324.0800,92543.6406,15.7000,320.2202,5.0111,2.2386,289,289,100.00
A2018129,2018-05-09,MYD11A2,LST_Day_1km,305.3200,324.9400,92327.9688,19.6200,319.4739,9.7157,3.1170,289,289,100.00
A2018137,2018-05-17,MYD11A2,LST_Day_1km,308.0000,320.9200,91646.0000,12.9200,317.1142,5.0172,2.2399,289,289,100.00
A2018145,2018-05-25,MYD11A2,LST_Day_1km,312.7400,328.4200,93665.3203,15.6800,324.1014,6.9053,2.6278,289,289,100.00
A2018153,2018-06-02,MYD11A2,LST_Day_1km,308.7400,324.1400,92251.2500,15.4000,319.2085,7.6869,2.7725,289,289,100.00
A2018161,2018-06-10,MYD11A2,LST_Day_1km,305.5400,318.3400,90873.2734,12.8000,314.4404,3.7463,1.9355,289,289,100.00
A2018169,2018-06-18,MYD11A2,LST_Day_1km,308.6400,323.1000,91686.5781,14.4600,317.2546,5.9782,2.4450,289,289,100.00
A2018177,2018-06-26,MYD11A2,LST_Day_1km,299.9400,316.3000,48992.3398,16.3600,310.0781,10.0998,3.1780,289,158,54.67
A2018185,2018-07-04,MYD11A2,LST_Day_1km,306.3800,318.6200,90558.5703,12.2400,313.3514,5.0350,2.2439,289,289,100.00
A2018193,2018-07-12,MYD11A2,LST_Day_1km,,,,,,,,289,0,0.00
A2018201,2018-07-20,MYD11A2,LST_Day_1km,,,,,,,,289,0,0.00
A2018209,2018-07-28,MYD11A2,LST_Day_1km,301.2200,314.9400,88366.1797,13.7200,305.7653,5.8104,2.4105,289,289,100.00
A2018217,2018-08-05,MYD11A2,LST_Day_1km,291.9000,308.8000,6926.0801,16.9000,301.1339,34.1970,5.8478,289,23,7.96
A2018225,2018-08-13,MYD11A2,LST_Day_1km,299.1000,307.9200,8516.8799,8.8200,304.1743,8.8679,2.9779,289,28,9.69
A2018233,2018-08-21,MYD11A2,LST_Day_1km,300.9800,304.3400,6367.6606,3.3600,303.2219,0.6400,0.8000,289,21,7.27
A2018241,2018-08-29,MYD11A2,LST_Day_1km,298.6200,308.4200,63741.5742,9.8000,303.5313,2.9925,1.7299,289,210,72.66
A2018249,2018-09-06,MYD11A2,LST_Day_1km,300.8600,308.9600,87384.1797,8.1000,304.4745,2.4926,1.5788,289,287,99.31
A2018257,2018-09-14,MYD11A2,LST_Day_1km,303.3000,309.2800,88657.7500,5.9800,306.7742,1.6843,1.2978,289,289,100.00
A2018265,2018-09-22,MYD11A2,LST_Day_1km,302.9000,309.0200,88457.3047,6.1200,306.0806,0.8854,0.9410,289,289,100.00
A2018273,2018-09-30,MYD11A2,LST_Day_1km,305.2400,311.8400,89451.6719,6.6000,309.5214,1.5410,1.2414,289,289,100.00
A2018281,2018-10-08,MYD11A2,LST_Day_1km,304.8200,311.6400,89241.8750,6.8200,308.7954,1.9224,1.3865,289,289,100.00
A2018289,2018-10-16,MYD11A2,LST_Day_1km,304.1200,313.3200,89539.1875,9.2000,309.8242,2.6603,1.6311,289,289,100.00
A2018297,2018-10-24,MYD11A2,LST_Day_1km,304.3200,312.4200,89276.9453,8.1000,308.9168,2.6310,1.6220,289,289,100.00
A2018305,2018-11-01,MYD11A2,LST_Day_1km,302.8200,312.6400,89060.0859,9.8200,308.1664,3.2275,1.7965,289,289,100.00
A2018313,2018-11-09,MYD11A2,LST_Day_1km,301.9400,311.1800,88880.2031,9.2400,307.5439,2.4286,1.5584,289,289,100.00
A2018321,2018-11-17,MYD11A2,LST_Day_1km,300.0400,310.4600,88614.9219,10.4200,306.6260,3.4049,1.8452,289,289,100.00
A2018329,2018-11-25,MYD11A2,LST_Day_1km,300.1400,308.0800,87933.6172,7.9400,304.2686,2.5123,1.5850,289,289,100.00
A2018337,2018-12-03,MYD11A2,LST_Day_1km,297.6200,306.7200,87487.0078,9.1000,302.7232,2.9078,1.7052,289,289,100.00
A2018345,2018-12-11,MYD11A2,LST_Day_1km,295.7400,303.6200,86637.4219,7.8800,299.7835,2.8958,1.7017,289,289,100.00
A2018353,2018-12-19,MYD11A2,LST_Day_1km,295.5400,305.5800,87109.7266,10.0400,301.4177,3.3351,1.8262,289,289,100.00
A2018361,2018-12-27,MYD11A2,LST_Day_1km,296.0400,305.8800,87104.4844,9.8400,301.3996,3.5326,1.8795,289,289,100.00
A2019001,2019-01-01,MYD11A2,LST_Day_1km,296.1600,305.5200,87048.9766,9.3600,301.2075,3.4711,1.8631,289,289,100.00
A2019009,2019-01-09,MYD11A2,LST_Day_1km,294.5600,305.6600,86761.1641,11.1000,300.2116,4.6089,2.1468,289,289,100.00
A2019017,2019-01-17,MYD11A2,LST_Day_1km,297.0400,308.2200,87842.5938,11.1800,303.9536,3.9481,1.9870,289,289,100.00
A2019025,2019-01-25,MYD11A2,LST_Day_1km,293.3800,303.3200,86159.0391,9.9400,298.1282,3.8399,1.9596,289,289,100.00
A2019033,2019-02-02,MYD11A2,LST_Day_1km,295.9800,305.6800,87131.9375,9.7000,301.4946,3.3908,1.8414,289,289,100.00
A2019041,2019-02-10,MYD11A2,LST_Day_1km,296.5400,309.3200,88309.9609,12.7800,305.5708,4.2829,2.0695,289,289,100.00
A2019049,2019-02-18,MYD11A2,LST_Day_1km,300.8600,313.4000,89047.5547,12.5400,308.1230,5.3406,2.3110,289,289,100.00
A2019057,2019-02-26,MYD11A2,LST_Day_1km,299.5800,312.8000,88997.4688,13.2200,307.9497,5.7627,2.4006,289,289,100.00
A2019065,2019-03-06,MYD11A2,LST_Day_1km,302.0600,314.6200,89416.3750,12.5600,309.3992,5.9394,2.4371,289,289,100.00
A2019073,2019-03-14,MYD11A2,LST_Day_1km,304.6200,317.6600,90120.0391,13.0400,311.8340,6.2100,2.4920,289,289,100.00
A2019081,2019-03-22,MYD11A2,LST_Day_1km,306.8000,321.3400,91040.8594,14.5400,315.0203,4.9619,2.2275,289,289,100.00
A2019089,2019-03-30,MYD11A2,LST_Day_1km,308.7400,327.3800,92764.6172,18.6400,320.9848,8.1030,2.8466,289,289,100.00
A2019097,2019-04-07,MYD11A2,LST_Day_1km,309.5000,322.8600,91946.2734,13.3600,318.1532,4.7785,2.1860,289,289,100.00
A2019105,2019-04-15,MYD11A2,LST_Day_1km,309.9400,324.0400,92041.1094,14.1000,318.4814,5.3957,2.3229,289,289,100.00
A2019113,2019-04-23,MYD11A2,LST_Day_1km,312.8000,325.5600,92940.7891,12.7600,321.5944,4.0517,2.0129,289,289,100.00
A2019121,2019-05-01,MYD11A2,LST_Day_1km,309.7200,323.9600,92498.1406,14.2400,320.0628,5.3233,2.3072,289,289,100.00
A2019129,2019-05-09,MYD11A2,LST_Day_1km,309.2800,321.6800,91497.7266,12.4000,316.6011,4.5181,2.1256,289,289,100.00
A2019137,2019-05-17,MYD11A2,LST_Day_1km,308.8000,323.2200,91714.2344,14.4200,317.3503,6.4575,2.5412,289,289,100.00
A2019145,2019-05-25,MYD11A2,LST_Day_1km,312.1200,325.7600,92360.1172,13.6400,319.5852,6.9093,2.6286,289,289,100.00
A2019153,2019-06-02,MYD11A2,LST_Day_1km,312.9400,327.7800,93622.5938,14.8400,323.9536,5.0068,2.2376,289,289,100.00
A2019161,2019-06-10,MYD11A2,LST_Day_1km,310.2400,323.1600,91635.5234,12.9200,317.0779,6.5317,2.5557,289,289,100.00
A2019169,2019-06-18,MYD11A2,LST_Day_1km,307.0200,327.3000,91357.4531,20.2800,316.1158,6.7534,2.5987,289,289,100.00
A2019177,2019-06-26,MYD11A2,LST_Day_1km,305.0400,318.8600,90633.1250,13.8200,313.6094,5.1377,2.2666,289,289,100.00
A2019185,2019-07-04,MYD11A2,LST_Day_1km,302.0600,308.2400,87206.0156,6.1800,304.9161,1.0487,1.0241,289,286,98.96
A2019193,2019-07-12,MYD11A2,LST_Day_1km,305.9000,320.0000,90976.0391,14.1000,314.7960,6.2445,2.4989,289,289,100.00
A2019201,2019-07-20,MYD11A2,LST_Day_1km,307.9800,321.4400,88643.2422,13.4600,314.3377,8.4448,2.9060,289,282,97.58
A2019209,2019-07-28,MYD11A2,LST_Day_1km,299.5000,305.0200,5454.8403,5.5200,303.0467,3.3384,1.8271,289,18,6.23
A2019217,2019-08-05,MYD11A2,LST_Day_1km,301.1800,312.2200,27083.6367,11.0400,307.7686,7.0607,2.6572,289,88,30.45
A2019225,2019-08-13,MYD11A2,LST_Day_1km,298.2600,305.6400,75191.5938,7.3800,301.9743,2.2585,1.5028,289,249,86.16
A2019233,2019-08-21,MYD11A2,LST_Day_1km,299.7400,309.6400,88021.4688,9.9000,304.5726,3.7149,1.9274,289,289,100.00
A2019241,2019-08-29,MYD11A2,LST_Day_1km,295.2400,306.7200,15809.6777,11.4800,304.0323,7.0643,2.6579,289,52,17.99
A2019249,2019-09-06,MYD11A2,LST_Day_1km,299.9400,308.3400,87871.9062,8.4000,304.0551,2.0376,1.4274,289,289,100.00
A2019257,2019-09-14,MYD11A2,LST_Day_1km,299.8600,308.8800,88120.9609,9.0200,304.9168,3.2462,1.8017,289,289,100.00
A2019265,2019-09-22,MYD11A2,LST_Day_1km,298.3200,310.5800,85382.3750,12.2600,304.9370,4.8626,2.2051,289,280,96.89
A2019273,2019-09-30,MYD11A2,LST_Day_1km,301.8800,309.3000,88262.4531,7.4200,305.4064,2.9624,1.7212,289,289,100.00
A2019281,2019-10-08,MYD11A2,LST_Day_1km,304.4000,310.6800,88951.0000,6.2800,307.7889,1.9286,1.3887,289,289,100.00
A2019289,2019-10-16,MYD11A2,LST_Day_1km,304.0400,311.5200,88985.4453,7.4800,307.9081,2.9261,1.7106,289,289,100.00
A2019297,2019-10-24,MYD11A2,LST_Day_1km,303.6800,312.2600,89092.0938,8.5800,308.2771,2.9569,1.7196,289,289,100.00
A2019305,2019-11-01,MYD11A2,LST_Day_1km,301.9200,310.1600,88471.8516,8.2400,306.1310,3.7955,1.9482,289,289,100.00
A2019313,2019-11-09,MYD11A2,LST_Day_1km,297.0000,307.4600,87568.8984,10.4600,303.0066,5.0913,2.2564,289,289,100.00
A2019321,2019-11-17,MYD11A2,LST_Day_1km,299.4000,307.3200,87560.8203,7.9200,302.9786,3.2205,1.7946,289,289,100.00
A2019329,2019-11-25,MYD11A2,LST_Day_1km,297.7200,306.7200,87443.8906,9.0000,302.5740,3.9548,1.9887,289,289,100.00
A2019337,2019-12-03,MYD11A2,LST_Day_1km,296.5400,303.5600,86786.2344,7.0200,300.2984,2.2163,1.4887,289,289,100.00
A2019345,2019-12-11,MYD11A2,LST_Day_1km,293.1200,300.6800,85631.3203,7.5600,296.3022,1.8221,1.3498,289,289,100.00
A2019353,2019-12-19,MYD11A2,LST_Day_1km,294.7800,302.1600,86180.3047,7.3800,298.2018,1.5705,1.2532,289,289,100.00
A2019361,2019-12-27,MYD11A2,LST_Day_1km,293.1800,301.2400,85840.9688,8.0600,297.0276,2.1065,1.4514,289,289,100.00
A2020001,2020-01-01,MYD11A2,LST_Day_1km,293.1200,301.4200,86030.7734,8.3000,297.6843,2.8060,1.6751,289,289,100.00
A2020009,2020-01-09,MYD11A2,LST_Day_1km,293.3000,301.4000,86113.4922,8.1000,297.9706,2.2315,1.4938,289,289,100.00
A2020017,2020-01-17,MYD11A2,LST_Day_1km,295.2400,303.3000,86633.5547,8.0600,299.7701,2.3042,1.5180,289,289,100.00
A2020025,2020-01-25,MYD11A2,LST_Day_1km,296.5800,304.8600,87085.1797,8.2800,301.3328,1.9648,1.4017,289,289,100.00
A2020033,2020-02-02,MYD11A2,LST_Day_1km,296.8000,304.7000,87104.3516,7.9000,301.3991,2.1736,1.4743,289,289,100.00
A2020041,2020-02-10,MYD11A2,LST_Day_1km,299.5600,311.0600,88751.9297,11.5000,307.1001,3.1155,1.7651,289,289,100.00
A2020049,2020-02-18,MYD11A2,LST_Day_1km,301.2200,309.9000,88594.7734,8.6800,306.5563,2.5436,1.5949,289,289,100.00
A2020057,2020-02-26,MYD11A2,LST_Day_1km,300.5800,311.4600,88755.7891,10.8800,307.1135,3.5560,1.8857,289,289,100.00
A2020065,2020-03-05,MYD11A2,LST_Day_1km,300.0600,308.9400,88335.8125,8.8800,305.6602,2.0365,1.4271,289,289,100.00
A2020073,2020-03-13,MYD11A2,LST_Day_1km,301.1000,312.4800,89148.3125,11.3800,308.4717,3.0898,1.7578,289,289,100.00
A2020081,2020-03-21,MYD11A2,LST_Day_1km,302.9400,314.6200,89454.6875,11.6800,309.5318,4.7206,2.1727,289,289,100.00
A2020089,2020-03-29,MYD11A2,LST_Day_1km,308.3200,320.2600,91259.7109,11.9400,315.7776,3.7424,1.9345,289,289,100.00
A2020097,2020-04-06,MYD11A2,LST_Day_1km,307.1200,321.4800,90904.7812,14.3600,314.5494,6.5226,2.5539,289,289,100.00
A2020105,2020-04-14,MYD11A2,LST_Day_1km,308.6800,322.5600,91556.3203,13.8800,316.8039,7.8584,2.8033,289,289,100.00
A2020113,2020-04-22,MYD11A2,LST_Day_1km,307.9000,319.8800,90932.8438,11.9800,314.6465,4.7943,2.1896,289,289,100.00
A2020121,2020-04-30,MYD11A2,LST_Day_1km,309.3600,325.7200,92249.0938,16.3600,319.2010,7.1445,2.6729,289,289,100.00
A2020129,2020-05-08,MYD11A2,LST_Day_1km,309.0000,324.7800,92504.0078,15.7800,320.0831,6.3207,2.5141,289,289,100.00
A2020137,2020-05-16,MYD11A2,LST_Day_1km,310.9200,324.9000,92479.2031,13.9800,319.9973,5.8551,2.4197,289,289,100.00
A2020145,2020-05-24,MYD11A2,LST_Day_1km,310.1400,326.3600,93033.9688,16.2200,321.9168,6.0351,2.4566,289,289,100.00
A2020153,2020-06-01,MYD11A2,LST_Day_1km,306.6000,317.4800,90219.8438,10.8800,312.1794,4.7454,2.1784,289,289,100.00
A2020161,2020-06-09,MYD11A2,LST_Day_1km,307.0600,320.3000,90741.1797,13.2400,313.9833,6.5651,2.5623,289,289,100.00
A2020169,2020-06-17,MYD11A2,LST_Day_1km,308.9000,322.2200,91565.6328,13.3200,316.8361,5.1577,2.2711,289,289,100.00
A2020177,2020-06-25,MYD11A2,LST_Day_1km,303.5800,321.4600,90724.7812,17.8800,313.9266,10.5067,3.2414,289,289,100.00
A2020185,2020-07-03,MYD11A2,LST_Day_1km,306.4000,316.9600,82805.5547,10.5600,312.4738,4.2168,2.0535,289,265,91.70
A2020193,2020-07-11,MYD11A2,LST_Day_1km,303.7800,319.8400,90040.9922,16.0600,311.5605,5.2300,2.2869,289,289,100.00
A2020201,2020-07-19,MYD11A2,LST_Day_1km,300.8800,312.2800,6710.6797,11.4000,305.0309,11.7373,3.4260,289,22,7.61
A2020209,2020-07-27,MYD11A2,LST_Day_1km,302.2000,315.5600,88537.2578,13.3600,309.5708,7.3440,2.7100,289,286,98.96
A2020217,2020-08-04,MYD11A2,LST_Day_1km,295.5200,311.5200,54020.8203,16.0000,305.2024,10.5337,3.2456,289,177,61.25
A2020225,2020-08-12,MYD11A2,LST_Day_1km,,,,,,,,289,0,0.00
A2020233,2020-08-20,MYD11A2,LST_Day_1km,298.5400,307.8600,78785.7969,9.3200,304.1923,2.7283,1.6517,289,259,89.62
A2020241,2020-08-28,MYD11A2,LST_Day_1km,,,,,,,,289,0,0.00
A2020249,2020-09-05,MYD11A2,LST_Day_1km,300.6400,309.8800,86837.9844,9.2400,305.7675,3.2196,1.7943,289,284,98.27
A2020257,2020-09-13,MYD11A2,LST_Day_1km,302.9400,312.6600,89072.3984,9.7200,308.2090,3.4019,1.8444,289,289,100.00
A2020265,2020-09-21,MYD11A2,LST_Day_1km,303.4600,312.1800,89204.0000,8.7200,308.6644,2.5601,1.6000,289,289,100.00
A2020273,2020-09-29,MYD11A2,LST_Day_1km,306.3000,312.4200,89375.9609,6.1200,309.2594,1.4981,1.2239,289,289,100.00
A2020281,2020-10-07,MYD11A2,LST_Day_1km,307.1200,314.7000,89961.7031,7.5800,311.2862,2.3244,1.5246,289,289,100.00
A2020289,2020-10-15,MYD11A2,LST_Day_1km,302.9200,310.6400,88939.7812,7.7200,307.7501,2.3634,1.5373,289,289,100.00
A2020297,2020-10-23,MYD11A2,LST_Day_1km,303.9400,311.3000,89113.3672,7.3600,308.3507,2.3947,1.5475,289,289,100.00
A2020305,2020-10-31,MYD11A2,LST_Day_1km,302.5600,310.6600,88763.9844,8.1000,307.1418,2.3340,1.5277,289,289,100.00
A2020313,2020-11-08,MYD11A2,LST_Day_1km,300.3800,307.6000,88029.0078,7.2200,304.5986,1.8413,1.3569,289,289,100.00
A2020321,2020-11-16,MYD11A2,LST_Day_1km,298.6800,306.0000,87304.8125,7.3200,302.0928,2.4611,1.5688,289,289,100.00
A2020329,2020-11-24,MYD11A2,LST_Day_1km,298.4600,305.8600,87546.1953,7.4000,302.9280,1.8365,1.3552,289,289,100.00
A2020337,2020-12-02,MYD11A2,LST_Day_1km,300.7800,308.2800,88332.2734,7.5000,305.6480,1.8781,1.3704,289,289,100.00
A2020345,2020-12-10,MYD11A2,LST_Day_1km,295.8200,303.2400,86654.0156,7.4200,299.8409,2.2894,1.5131,289,289,100.00
A2020353,2020-12-18,MYD11A2,LST_Day_1km,295.4400,303.2400,86579.1094,7.8000,299.5817,3.0791,1.7547,289,289,100.00
A2020361,2020-12-26,MYD11A2,LST_Day_1km,293.7200,301.2400,86045.4453,7.5200,297.7351,1.9092,1.3817,289,289,100.00
A2021001,2021-01-01,MYD11A2,LST_Day_1km,294.2200,298.9400,85701.4844,4.7200,296.5449,1.0302,1.0150,289,289,100.00
A2021009,2021-01-09,MYD11A2,LST_Day_1km,295.8400,303.1200,86634.2969,7.2800,299.7726,1.6416,1.2813,289,289,100.00
A2021017,2021-01-17,MYD11A2,LST_Day_1km,297.4000,305.4400,87335.0391,8.0400,302.1974,1.7800,1.3342,289,289,100.00
A2021025,2021-01-25,MYD11A2,LST_Day_1km,297.0400,305.3000,87195.9453,8.2600,301.7161,2.1068,1.4515,289,289,100.00
A2021033,2021-02-02,MYD11A2,LST_Day_1km,299.0800,307.7600,87927.5703,8.6800,304.2477,2.5315,1.5911,289,289,100.00
A2021041,2021-02-10,MYD11A2,LST_Day_1km,300.0200,310.9000,88522.2891,10.8800,306.3055,3.6543,1.9116,289,289,100.00
A2021049,2021-02-18,MYD11A2,LST_Day_1km,303.8600,313.3800,89404.4609,9.5200,309.3580,2.6943,1.6414,289,289,100.00
A2021057,2021-02-26,MYD11A2,LST_Day_1km,305.2000,316.1800,90155.2344,10.9800,311.9558,3.3102,1.8194,289,289,100.00
A2021065,2021-03-06,MYD11A2,LST_Day_1km,306.1600,315.8800,90166.6328,9.7200,311.9953,3.2234,1.7954,289,289,100.00
A2021073,2021-03-14,MYD11A2,LST_Day_1km,304.5600,315.9600,90042.6406,11.4000,311.5662,4.1955,2.0483,289,289,100.00
A2021081,2021-03-22,MYD11A2,LST_Day_1km,306.4000,317.7000,90712.3984,11.3000,313.8837,4.4979,2.1208,289,289,100.00
A2021089,2021-03-30,MYD11A2,LST_Day_1km,307.7000,322.3400,91912.2891,14.6400,318.0356,4.3274,2.0802,289,289,100.00
A2021097,2021-04-07,MYD11A2,LST_Day_1km,307.8600,322.0400,91463.7109,14.1800,316.4834,6.6138,2.5717,289,289,100.00
A2021105,2021-04-15,MYD11A2,LST_Day_1km,307.3400,321.3400,91468.3906,14.0000,316.4996,5.2267,2.2862,289,289,100.00
A2021113,2021-04-23,MYD11A2,LST_Day_1km,311.6600,324.7600,92598.6953,13.1000,320.4107,4.6761,2.1624,289,289,100.00
A2021121,2021-05-01,MYD11A2,LST_Day_1km,308.2200,324.5600,91790.0703,16.3400,317.6127,8.5364,2.9217,289,289,100.00
A2021129,2021-05-09,MYD11A2,LST_Day_1km,309.0000,322.2400,91601.5469,13.2400,316.9604,6.4180,2.5334,289,289,100.00
A2021137,2021-05-17,MYD11A2,LST_Day_1km,304.4000,312.8800,89185.7734,8.4800,308.6013,1.0146,1.0073,289,289,100.00
A2021145,2021-05-25,MYD11A2,LST_Day_1km,307.7800,317.4400,90808.3672,9.6600,314.2158,2.7945,1.6717,289,289,100.00
A2021153,2021-06-02,MYD11A2,LST_Day_1km,307.7000,319.2400,90812.8047,11.5400,314.2312,6.5784,2.5648,289,289,100.00
A2021161,2021-06-10,MYD11A2,LST_Day_1km,306.4200,318.8800,90454.5938,12.4600,312.9917,6.0701,2.4638,289,289,100.00
A2021169,2021-06-18,MYD11A2,LST_Day_1km,304.0200,317.6800,90154.4141,13.6600,311.9530,6.2305,2.4961,289,289,100.00
A2021177,2021-06-26,MYD11A2,LST_Day_1km,305.4400,319.1800,90065.9297,13.7400,311.6468,8.4345,2.9042,289,289,100.00
A2021185,2021-07-04,MYD11A2,LST_Day_1km,307.1200,319.1600,90738.9219,12.0400,313.9755,3.7766,1.9433,289,289,100.00
A2021193,2021-07-12,MYD11A2,LST_Day_1km,303.5200,321.4600,77083.0156,17.9400,314.6245,12.7806,3.5750,289,245,84.78
A2021201,2021-07-20,MYD11A2,LST_Day_1km,314.2200,318.1600,6015.2998,3.9400,316.5947,1.8870,1.3737,289,19,6.57
A2021209,2021-07-28,MYD11A2,LST_Day_1km,,,,,,,,289,0,0.00
A2021217,2021-08-05,MYD11A2,LST_Day_1km,300.4200,311.9000,88393.8672,11.4800,305.8611,5.3966,2.3230,289,289,100.00
A2021225,2021-08-13,MYD11A2,LST_Day_1km,301.5200,310.6200,88544.2188,9.1000,306.3814,2.8510,1.6885,289,289,100.00
A2021233,2021-08-21,MYD11A2,LST_Day_1km,300.2600,312.2200,88879.1562,11.9600,307.5403,4.6037,2.1456,289,289,100.00
A2021241,2021-08-29,MYD11A2,LST_Day_1km,303.5400,315.0400,86535.6172,11.5000,310.1635,4.8401,2.2000,289,279,96.54
A2021249,2021-09-06,MYD11A2,LST_Day_1km,295.0600,305.5400,32665.1602,10.4800,302.4552,4.6729,2.1617,289,108,37.37
A2021257,2021-09-14,MYD11A2,LST_Day_1km,270.6000,304.4600,42529.4453,33.8600,299.5031,13.0392,3.6110,289,142,49.13
A2021265,2021-09-22,MYD11A2,LST_Day_1km,297.7000,306.5400,69696.5391,8.8400,303.0284,3.2764,1.8101,289,230,79.58
A2021273,2021-09-30,MYD11A2,LST_Day_1km,299.9200,309.2200,88006.8594,9.3000,304.5220,2.4122,1.5531,289,289,100.00
A2021281,2021-10-08,MYD11A2,LST_Day_1km,304.6800,310.5600,89113.7266,5.8800,308.3520,1.8168,1.3479,289,289,100.00
A2021289,2021-10-16,MYD11A2,LST_Day_1km,303.5800,309.8800,88719.2812,6.3000,306.9871,2.1732,1.4742,289,289,100.00
A2021297,2021-10-24,MYD11A2,LST_Day_1km,301.6000,309.7400,88350.2266,8.1400,305.7101,3.0923,1.7585,289,289,100.00
A2021305,2021-11-01,MYD11A2,LST_Day_1km,301.8000,310.3600,88314.3047,8.5600,305.5858,2.7476,1.6576,289,289,100.00
A2021313,2021-11-09,MYD11A2,LST_Day_1km,300.7800,309.7200,88090.2109,8.9400,304.8104,2.6748,1.6355,289,289,100.00
A2021321,2021-11-17,MYD11A2,LST_Day_1km,299.2400,306.7800,87614.6328,7.5400,303.1648,2.3592,1.5360,289,289,100.00
A2021329,2021-11-25,MYD11A2,LST_Day_1km,300.1200,309.2000,88022.3203,9.0800,304.5755,2.7530,1.6592,289,289,100.00
A2021337,2021-12-03,MYD11A2,LST_Day_1km,297.3200,305.5200,86941.3750,8.2000,300.8352,2.9792,1.7260,289,289,100.00
A2021345,2021-12-11,MYD11A2,LST_Day_1km,295.2800,302.7800,86372.7188,7.5000,298.8676,2.6345,1.6231,289,289,100.00
A2021353,2021-12-19,MYD11A2,LST_Day_1km,296.2000,305.8600,86999.0938,9.6600,301.0349,2.8569,1.6902,289,289,100.00
A2021361,2021-12-27,MYD11A2,LST_Day_1km,291.0800,301.8800,85939.2109,10.8000,297.3675,2.7179,1.6486,289,289,100.00
A2022001,2022-01-01,MYD11A2,LST_Day_1km,292.2000,303.0800,86290.1484,10.8800,298.5818,5.5537,2.3566,289,289,100.00
A2022009,2022-01-09,MYD11A2,LST_Day_1km,292.1600,296.4400,85079.3594,4.2800,294.3922,0.7533,0.8679,289,289,100.00
A2022017,2022-01-17,MYD11A2,LST_Day_1km,292.5400,298.7400,85534.4453,6.2000,295.9669,1.4148,1.1895,289,289,100.00
A2022025,2022-01-25,MYD11A2,LST_Day_1km,296.5000,303.4800,86813.0547,6.9800,300.3912,1.4530,1.2054,289,289,100.00
A2022033,2022-02-02,MYD11A2,LST_Day_1km,296.2400,304.4600,87135.0547,8.2200,301.5054,2.3213,1.5236,289,289,100.00
A2022041,2022-02-10,MYD11A2,LST_Day_1km,299.6400,307.6600,88057.4219,8.0200,304.6970,2.3030,1.5176,289,289,100.00
A2022049,2022-02-18,MYD11A2,LST_Day_1km,299.9600,309.8000,88471.7734,9.8400,306.1307,3.0292,1.7405,289,289,100.00
A2022057,2022-02-26,MYD11A2,LST_Day_1km,302.2200,311.7400,88940.9766,9.5200,307.7542,3.0931,1.7587,289,289,100.00
A2022065,2022-03-06,MYD11A2,LST_Day_1km,303.0600,314.7200,89744.0078,11.6600,310.5329,5.0327,2.2434,289,289,100.00
A2022073,2022-03-14,MYD11A2,LST_Day_1km,309.3200,320.3800,91422.5859,11.0600,316.3411,3.7732,1.9425,289,289,100.00
