date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2020169,2020-06-17,MYD11A2,LST_Night_1km,296.5800,302.9800,86679.8281,6.4000,299.9302,1.1161,1.0565,289,289,100.00
A2020177,2020-06-25,MYD11A2,LST_Night_1km,295.8200,302.3600,86761.9531,6.5400,300.2144,1.6738,1.2938,289,289,100.00
A2020185,2020-07-03,MYD11A2,LST_Night_1km,297.9600,298.6400,5370.6001,0.6800,298.3667,0.0501,0.2238,289,18,6.23
A2020193,2020-07-11,MYD11A2,LST_Night_1km,295.3600,299.3400,86134.0469,3.9800,298.0417,0.4477,0.6691,289,289,100.00
A2020201,2020-07-19,MYD11A2,LST_Night_1km,289.2200,296.3600,74319.3750,7.1400,293.7525,2.4092,1.5522,289,253,87.54
A2020209,2020-07-27,MYD11A2,LST_Night_1km,296.6600,298.8000,85958.7031,2.1400,297.4350,0.2004,0.4476,289,289,100.00
A2020217,2020-08-04,MYD11A2,LST_Night_1km,289.4200,297.2600,66863.3750,7.8400,295.8557,1.5029,1.2259,289,226,78.20
A2020225,2020-08-12,MYD11A2,LST_Night_1km,,,,,,,,289,0,0.00
A2020233,2020-08-20,MYD11A2,LST_Night_1km,295.7000,299.2600,85114.0625,3.5600,296.5647,0.2314,0.4811,289,287,99.31
A2020241,2020-08-28,MYD11A2,LST_Night_1km,293.6000,293.6000,293.6000,0.0000,293.6000,0.0000,0.0000,289,1,0.35
A2020249,2020-09-05,MYD11A2,LST_Night_1km,295.1400,297.8400,85594.6250,2.7000,296.1752,0.2187,0.4676,289,289,100.00
A2020257,2020-09-13,MYD11A2,LST_Night_1km,292.6800,298.6800,85540.6797,6.0000,295.9885,1.4091,1.1871,289,289,100.00
A2020265,2020-09-21,MYD11A2,LST_Night_1km,295.0800,298.2400,85804.5156,3.1600,296.9014,0.4036,0.6353,289,289,100.00
A2020273,2020-09-29,MYD11A2,LST_Night_1km,292.6000,297.9800,85390.9531,5.3800,295.4704,1.3748,1.1725,289,289,100.00
A2020281,2020-10-07,MYD11A2,LST_Night_1km,289.0400,295.0600,84544.7031,6.0200,292.5422,2.2751,1.5083,289,289,100.00
A2020289,2020-10-15,MYD11A2,LST_Night_1km,292.1000,296.6000,85025.2422,4.5000,294.2050,1.2094,1.0997,289,289,100.00
A2020297,2020-10-23,MYD11A2,LST_Night_1km,285.6400,293.3000,83760.8438,7.6600,289.8299,3.4223,1.8499,289,289,100.00
A2020305,2020-10-31,MYD11A2,LST_Night_1km,283.4200,291.7800,83200.2812,8.3600,287.8903,4.2567,2.0632,289,289,100.00
A2020313,2020-11-08,MYD11A2,LST_Night_1km,284.4400,291.1400,83368.6250,6.7000,288.4727,2.2718,1.5073,289,289,100.00
A2020321,2020-11-16,MYD11A2,LST_Night_1km,281.9200,289.0200,82623.7891,7.1000,285.8955,2.5380,1.5931,289,289,100.00
A2020329,2020-11-24,MYD11A2,LST_Night_1km,282.3800,288.5800,82463.6484,6.2000,285.3413,1.8949,1.3766,289,289,100.00
A2020337,2020-12-02,MYD11A2,LST_Night_1km,283.6800,290.4400,82999.6172,6.7600,287.1959,3.2146,1.7929,289,289,100.00
A2020345,2020-12-10,MYD11A2,LST_Night_1km,278.7400,289.1000,81941.0156,10.3600,283.5329,1.8620,1.3645,289,289,100.00
A2020353,2020-12-18,MYD11A2,LST_Night_1km,277.7800,286.1000,81518.3203,8.3200,282.0703,3.2142,1.7928,289,289,100.00
A2020361,2020-12-26,MYD11A2,LST_Night_1km,274.2600,283.9200,80773.4375,9.6600,279.4929,2.9900,1.7292,289,289,100.00
A2021001,2021-01-01,MYD11A2,LST_Night_1km,280.0200,286.3200,82181.2344,6.3000,284.3641,0.7101,0.8427,289,289,100.00
A2021009,2021-01-09,MYD11A2,LST_Night_1km,279.8600,286.0400,81815.1172,6.1800,283.0973,2.2213,1.4904,289,289,100.00
A2021017,2021-01-17,MYD11A2,LST_Night_1km,280.4600,286.8200,82056.0078,6.3600,283.9308,1.7736,1.3318,289,289,100.00
A2021025,2021-01-25,MYD11A2,LST_Night_1km,277.1800,285.8000,81293.5312,8.6200,281.2925,3.4299,1.8520,289,289,100.00
A2021033,2021-02-02,MYD11A2,LST_Night_1km,280.3600,287.6600,82136.0312,7.3000,284.2077,2.9636,1.7215,289,289,100.00
A2021041,2021-02-10,MYD11A2,LST_Night_1km,283.0000,289.7800,82858.6484,6.7800,286.7081,2.8148,1.6777,289,289,100.00
A2021049,2021-02-18,MYD11A2,LST_Night_1km,283.6200,291.0400,83251.2500,7.4200,288.0666,3.6016,1.8978,289,289,100.00
A2021057,2021-02-26,MYD11A2,LST_Night_1km,286.4800,292.8600,83832.3594,6.3800,290.0774,2.7029,1.6441,289,289,100.00
A2021065,2021-03-06,MYD11A2,LST_Night_1km,288.2400,293.9200,84250.1406,5.6800,291.5230,2.0569,1.4342,289,289,100.00
A2021073,2021-03-14,MYD11A2,LST_Night_1km,287.6400,293.8000,84102.0859,6.1600,291.0107,2.2570,1.5023,289,289,100.00
A2021081,2021-03-22,MYD11A2,LST_Night_1km,288.8000,294.9000,84400.4844,6.1000,292.0432,2.0835,1.4434,289,289,100.00
A2021089,2021-03-30,MYD11A2,LST_Night_1km,291.1200,297.4600,85209.8906,6.3400,294.8439,1.8711,1.3679,289,289,100.00
A2021097,2021-04-07,MYD11A2,LST_Night_1km,288.7200,295.6200,84607.9688,6.9000,292.7611,2.6505,1.6280,289,289,100.00
A2021105,2021-04-15,MYD11A2,LST_Night_1km,290.2200,296.3200,84957.4688,6.1000,293.9705,1.8336,1.3541,289,289,100.00
A2021113,2021-04-23,MYD11A2,LST_Night_1km,290.9800,297.4200,85222.7109,6.4400,294.8883,2.0365,1.4271,289,289,100.00
A2021121,2021-05-01,MYD11A2,LST_Night_1km,292.0600,298.6400,85793.0156,6.5800,296.8616,1.6432,1.2819,289,289,100.00
A2021129,2021-05-09,MYD11A2,LST_Night_1km,292.0800,299.4400,85311.9453,7.3600,295.1971,1.1674,1.0805,289,289,100.00
A2021137,2021-05-17,MYD11A2,LST_Night_1km,292.8400,296.8800,85414.1953,4.0400,295.5508,0.5042,0.7101,289,289,100.00
A2021145,2021-05-25,MYD11A2,LST_Night_1km,296.0800,302.2200,86662.6953,6.1400,299.8709,1.1583,1.0762,289,289,100.00
A2021153,2021-06-02,MYD11A2,LST_Night_1km,296.0600,301.1200,86337.1484,5.0600,298.7444,0.8566,0.9255,289,289,100.00
A2021161,2021-06-10,MYD11A2,LST_Night_1km,296.7600,299.8800,86313.7734,3.1200,298.6636,0.3928,0.6268,289,289,100.00
A2021169,2021-06-18,MYD11A2,LST_Night_1km,293.3800,300.0000,47929.4961,6.6200,295.8611,1.3957,1.1814,289,162,56.06
A2021177,2021-06-26,MYD11A2,LST_Night_1km,296.1000,300.0200,86214.0156,3.9200,298.3184,0.8862,0.9414,289,289,100.00
A2021185,2021-07-04,MYD11A2,LST_Night_1km,295.9600,300.5800,86339.4766,4.6200,298.7525,1.2207,1.1049,289,289,100.00
A2021193,2021-07-12,MYD11A2,LST_Night_1km,295.0600,297.5000,68738.5391,2.4400,296.2868,0.2316,0.4812,289,232,80.28
A2021201,2021-07-20,MYD11A2,LST_Night_1km,284.5600,287.0800,2856.2000,2.5200,285.6200,0.9296,0.9642,289,10,3.46
A2021209,2021-07-28,MYD11A2,LST_Night_1km,,,,,,,,289,0,0.00
A2021217,2021-08-05,MYD11A2,LST_Night_1km,293.7800,296.6800,85266.3125,2.9000,295.0392,0.4365,0.6607,289,289,100.00
A2021225,2021-08-13,MYD11A2,LST_Night_1km,294.4200,297.2600,85577.5625,2.8400,296.1161,0.4326,0.6578,289,289,100.00
A2021233,2021-08-21,MYD11A2,LST_Night_1km,293.4400,297.2200,85358.4219,3.7800,295.3578,0.3976,0.6305,289,289,100.00
A2021241,2021-08-29,MYD11A2,LST_Night_1km,295.0200,297.7800,22821.4180,2.7600,296.3820,0.3187,0.5646,289,77,26.64
A2021249,2021-09-06,MYD11A2,LST_Night_1km,294.9400,299.9800,86108.9844,5.0400,297.9550,0.3793,0.6158,289,289,100.00
A2021257,2021-09-14,MYD11A2,LST_Night_1km,293.4600,297.7600,82448.0469,4.3000,295.5127,0.6672,0.8168,289,279,96.54
A2021265,2021-09-22,MYD11A2,LST_Night_1km,292.6600,296.8600,83303.2031,4.2000,295.4014,0.2877,0.5364,289,282,97.58
A2021273,2021-09-30,MYD11A2,LST_Night_1km,294.7200,297.8800,85533.4766,3.1600,295.9636,0.2909,0.5394,289,289,100.00
A2021281,2021-10-08,MYD11A2,LST_Night_1km,290.1000,296.3400,84732.5078,6.2400,293.1921,1.8700,1.3675,289,289,100.00
A2021289,2021-10-16,MYD11A2,LST_Night_1km,289.9000,295.6000,84635.2422,5.7000,292.8555,1.3641,1.1679,289,289,100.00
A2021297,2021-10-24,MYD11A2,LST_Night_1km,286.1000,292.1800,83607.1484,6.0800,289.2981,2.2077,1.4858,289,289,100.00
A2021305,2021-11-01,MYD11A2,LST_Night_1km,284.8000,291.7800,83383.2266,6.9800,288.5233,3.0201,1.7378,289,289,100.00
A2021313,2021-11-09,MYD11A2,LST_Night_1km,282.5000,290.1800,82803.0078,7.6800,286.5156,3.4952,1.8696,289,289,100.00
A2021321,2021-11-17,MYD11A2,LST_Night_1km,282.8400,290.1000,83049.5625,7.2600,287.3687,2.3694,1.5393,289,289,100.00
A2021329,2021-11-25,MYD11A2,LST_Night_1km,282.9000,289.9800,82766.6797,7.0800,286.3899,2.2732,1.5077,289,289,100.00
A2021337,2021-12-03,MYD11A2,LST_Night_1km,280.7600,287.0200,82176.2812,6.2600,284.3470,2.1610,1.4700,289,289,100.00
A2021345,2021-12-11,MYD11A2,LST_Night_1km,276.8000,285.7000,81439.1719,8.9000,281.7964,2.8532,1.6891,289,289,100.00
A2021353,2021-12-19,MYD11A2,LST_Night_1km,278.7400,286.2400,81869.6953,7.5000,283.2861,2.6155,1.6173,289,289,100.00
A2021361,2021-12-27,MYD11A2,LST_Night_1km,276.4600,285.5000,81166.6406,9.0400,280.8534,3.2825,1.8118,289,289,100.00
A2022001,2022-01-01,MYD11A2,LST_Night_1km,279.6000,285.8800,81800.8359,6.2800,283.0479,1.3002,1.1403,289,289,100.00
A2022009,2022-01-09,MYD11A2,LST_Night_1km,277.8200,283.9600,80948.0312,6.1400,280.0970,1.0202,1.0100,289,289,100.00
A2022017,2022-01-17,MYD11A2,LST_Night_1km,278.6600,284.5600,81363.3672,5.9000,281.5341,1.0899,1.0440,289,289,100.00
A2022025,2022-01-25,MYD11A2,LST_Night_1km,278.6400,285.4600,81456.1875,6.8200,281.8553,2.0245,1.4229,289,289,100.00
A2022033,2022-02-02,MYD11A2,LST_Night_1km,281.6200,287.4400,82286.7578,5.8200,284.7293,1.6185,1.2722,289,289,100.00
A2022041,2022-02-10,MYD11A2,LST_Night_1km,280.8400,287.8000,82290.6016,6.9600,284.7426,2.8585,1.6907,289,289,100.00
A2022049,2022-02-18,MYD11A2,LST_Night_1km,283.5200,289.7200,83018.3984,6.2000,287.2609,2.1933,1.4810,289,289,100.00
A2022057,2022-02-26,MYD11A2,LST_Night_1km,283.9000,289.6600,82924.3750,5.7600,286.9355,1.6981,1.3031,289,289,100.00
A2022065,2022-03-06,MYD11A2,LST_Night_1km,287.0800,292.7000,83857.2656,5.6200,290.1635,1.8202,1.3491,289,289,100.00
A2022073,2022-03-14,MYD11A2,LST_Night_1km,289.2800,297.9200,85304.2812,8.6400,295.1705,3.6167,1.9018,289,289,100.00
