date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2020009,2020-01-09,MOD11A2,LST_Night_1km,279.5800,285.7400,81667.3828,6.1600,282.5861,1.6609,1.2888,289,289,100.00
A2020017,2020-01-17,MOD11A2,LST_Night_1km,279.5600,285.2400,81656.8047,5.6800,282.5495,2.0217,1.4219,289,289,100.00
A2020025,2020-01-25,MOD11A2,LST_Night_1km,281.5200,286.6600,82148.8438,5.1400,284.2520,1.5593,1.2487,289,289,100.00
A2020033,2020-02-02,MOD11A2,LST_Night_1km,279.9800,286.1600,81915.1562,6.1800,283.4435,2.5833,1.6073,289,289,100.00
A2020041,2020-02-10,MOD11A2,LST_Night_1km,282.9400,289.4000,82833.5938,6.4600,286.6214,2.9393,1.7144,289,289,100.00
A2020049,2020-02-18,MOD11A2,LST_Night_1km,285.5400,289.6400,83133.7031,4.1000,287.6599,1.2840,1.1331,289,289,100.00
A2020057,2020-02-26,MOD11A2,LST_Night_1km,285.6800,293.2000,83953.6797,7.5200,290.4972,2.2571,1.5024,289,289,100.00
A2020065,2020-03-05,MOD11A2,LST_Night_1km,285.1200,290.5400,83096.6172,5.4200,287.5316,0.8851,0.9408,289,289,100.00
A2020073,2020-03-13,MOD11A2,LST_Night_1km,285.8800,291.4200,83521.6172,5.5400,289.0021,1.6159,1.2712,289,289,100.00
A2020081,2020-03-21,MOD11A2,LST_Night_1km,288.2400,292.5800,84023.9766,4.3400,290.7404,0.9183,0.9583,289,289,100.00
A2020089,2020-03-29,MOD11A2,LST_Night_1km,289.6400,295.4000,84613.6172,5.7600,292.7807,1.9303,1.3893,289,289,100.00
A2020097,2020-04-06,MOD11A2,LST_Night_1km,289.4400,296.2400,84712.9297,6.8000,293.1243,2.4371,1.5611,289,289,100.00
A2020105,2020-04-14,MOD11A2,LST_Night_1km,291.2600,297.3000,85235.9922,6.0400,294.9342,1.4777,1.2156,289,289,100.00
A2020113,2020-04-22,MOD11A2,LST_Night_1km,293.3400,297.0400,85321.2656,3.7000,295.2293,0.6747,0.8214,289,289,100.00
A2020121,2020-04-30,MOD11A2,LST_Night_1km,295.1600,300.1600,86028.4688,5.0000,297.6764,1.2159,1.1027,289,289,100.00
A2020129,2020-05-08,MOD11A2,LST_Night_1km,295.2400,299.5200,85882.3750,4.2800,297.1708,0.5421,0.7363,289,289,100.00
A2020137,2020-05-16,MOD11A2,LST_Night_1km,296.9200,301.4200,86558.6562,4.5000,299.5109,1.1004,1.0490,289,289,100.00
A2020145,2020-05-24,MOD11A2,LST_Night_1km,299.0400,302.2000,86811.8047,3.1600,300.3869,0.3731,0.6108,289,289,100.00
A2020153,2020-06-01,MOD11A2,LST_Night_1km,295.5000,298.0400,85699.7891,2.5400,296.5391,0.2375,0.4873,289,289,100.00
A2020161,2020-06-09,MOD11A2,LST_Night_1km,297.1000,300.6600,86503.3125,3.5600,299.3194,0.3782,0.6150,289,289,100.00
A2020169,2020-06-17,MOD11A2,LST_Night_1km,297.3000,300.1800,86125.3203,2.8800,298.0115,0.1249,0.3535,289,289,100.00
A2020177,2020-06-25,MOD11A2,LST_Night_1km,297.7200,302.7800,86933.3906,5.0600,300.8076,1.2049,1.0977,289,289,100.00
A2020185,2020-07-03,MOD11A2,LST_Night_1km,295.7000,298.6800,3864.2798,2.9800,297.2523,1.7918,1.3386,289,13,4.50
A2020193,2020-07-11,MOD11A2,LST_Night_1km,297.5000,301.6000,86511.9453,4.1000,299.3493,0.5530,0.7436,289,289,100.00
A2020201,2020-07-19,MOD11A2,LST_Night_1km,297.6400,300.8800,86446.3359,3.2400,299.1223,0.4204,0.6484,289,289,100.00
A2020209,2020-07-27,MOD11A2,LST_Night_1km,293.3000,297.5000,84049.8984,4.2000,295.9503,0.8948,0.9460,289,284,98.27
A2020217,2020-08-04,MOD11A2,LST_Night_1km,,,,,,,,289,0,0.00
A2020225,2020-08-12,MOD11A2,LST_Night_1km,296.6200,296.9400,890.1800,0.3200,296.7267,0.0228,0.1509,289,3,1.04
A2020233,2020-08-20,MOD11A2,LST_Night_1km,296.1200,299.0200,85930.0469,2.9000,297.3358,0.3484,0.5903,289,289,100.00
A2020241,2020-08-28,MOD11A2,LST_Night_1km,,,,,,,,289,0,0.00
A2020249,2020-09-05,MOD11A2,LST_Night_1km,295.9200,298.6000,85822.1641,2.6800,296.9625,0.3035,0.5509,289,289,100.00
A2020257,2020-09-13,MOD11A2,LST_Night_1km,296.6600,299.9800,86170.2734,3.3200,298.1670,0.7041,0.8391,289,289,100.00
A2020265,2020-09-21,MOD11A2,LST_Night_1km,295.4000,298.4000,85735.5234,3.0000,296.6627,0.4152,0.6444,289,289,100.00
A2020273,2020-09-29,MOD11A2,LST_Night_1km,293.4400,297.9600,85515.2422,4.5200,295.9005,1.0847,1.0415,289,289,100.00
A2020281,2020-10-07,MOD11A2,LST_Night_1km,288.7200,297.7000,84620.2422,8.9800,292.8036,2.8794,1.6969,289,289,100.00
A2020289,2020-10-15,MOD11A2,LST_Night_1km,292.2800,296.7400,85157.2734,4.4600,294.6618,1.1465,1.0708,289,289,100.00
A2020297,2020-10-23,MOD11A2,LST_Night_1km,287.5200,293.9800,84147.7734,6.4600,291.1688,2.9710,1.7237,289,289,100.00
A2020305,2020-10-31,MOD11A2,LST_Night_1km,285.4200,292.1200,83566.5625,6.7000,289.1577,3.2652,1.8070,289,289,100.00
A2020313,2020-11-08,MOD11A2,LST_Night_1km,286.2400,292.0800,83562.6797,5.8400,289.1442,2.1809,1.4768,289,289,100.00
A2020321,2020-11-16,MOD11A2,LST_Night_1km,283.3600,289.9400,83047.1328,6.5800,287.3603,2.6304,1.6219,289,289,100.00
A2020329,2020-11-24,MOD11A2,LST_Night_1km,282.8000,289.0800,82818.6016,6.2800,286.5695,2.2898,1.5132,289,289,100.00
A2020337,2020-12-02,MOD11A2,LST_Night_1km,285.6800,291.4400,83433.5625,5.7600,288.6974,2.4375,1.5612,289,289,100.00
A2020345,2020-12-10,MOD11A2,LST_Night_1km,281.9800,289.6400,82384.6562,7.6600,285.0680,2.1228,1.4570,289,289,100.00
A2020353,2020-12-18,MOD11A2,LST_Night_1km,279.2800,286.4200,81895.3047,7.1400,283.3748,3.6054,1.8988,289,289,100.00
A2020361,2020-12-26,MOD11A2,LST_Night_1km,277.6600,285.4800,81288.9141,7.8200,281.2765,2.8996,1.7028,289,289,100.00
A2021001,2021-01-01,MOD11A2,LST_Night_1km,282.8000,287.2000,82563.8281,4.4000,285.6880,0.7367,0.8583,289,289,100.00
A2021009,2021-01-09,MOD11A2,LST_Night_1km,280.2800,286.3000,81892.9062,6.0200,283.3665,2.0141,1.4192,289,289,100.00
A2021017,2021-01-17,MOD11A2,LST_Night_1km,282.0800,287.5800,82525.3203,5.5000,285.5547,1.5203,1.2330,289,289,100.00
A2021025,2021-01-25,MOD11A2,LST_Night_1km,279.5800,286.0800,81796.0859,6.5000,283.0314,2.6261,1.6205,289,289,100.00
A2021033,2021-02-02,MOD11A2,LST_Night_1km,282.6800,289.0600,82749.6172,6.3800,286.3308,2.5709,1.6034,289,289,100.00
A2021041,2021-02-10,MOD11A2,LST_Night_1km,284.8200,290.8600,83236.7109,6.0400,288.0163,2.5887,1.6089,289,289,100.00
A2021049,2021-02-18,MOD11A2,LST_Night_1km,286.2600,292.2000,83734.1562,5.9400,289.7376,2.3649,1.5378,289,289,100.00
A2021057,2021-02-26,MOD11A2,LST_Night_1km,288.3600,294.1000,84244.2734,5.7400,291.5027,2.1000,1.4491,289,289,100.00
A2021065,2021-03-06,MOD11A2,LST_Night_1km,290.9000,294.9000,84663.6953,4.0000,292.9539,0.8114,0.9008,289,289,100.00
A2021073,2021-03-14,MOD11A2,LST_Night_1km,289.0200,295.3600,84471.1875,6.3400,292.2878,2.6217,1.6192,289,289,100.00
A2021081,2021-03-22,MOD11A2,LST_Night_1km,290.3000,296.2200,84655.1406,5.9200,292.9243,1.2773,1.1302,289,289,100.00
A2021089,2021-03-30,MOD11A2,LST_Night_1km,292.3800,297.5800,85373.3594,5.2000,295.4095,1.6351,1.2787,289,289,100.00
A2021097,2021-04-07,MOD11A2,LST_Night_1km,289.7400,295.6400,84710.1250,5.9000,293.1146,2.0458,1.4303,289,289,100.00
A2021105,2021-04-15,MOD11A2,LST_Night_1km,289.5800,297.8600,84648.8281,8.2800,292.9025,2.7221,1.6499,289,289,100.00
A2021113,2021-04-23,MOD11A2,LST_Night_1km,292.5200,299.2800,85705.3203,6.7600,296.5582,2.6663,1.6329,289,289,100.00
A2021121,2021-05-01,MOD11A2,LST_Night_1km,295.6000,301.8800,86425.2031,6.2800,299.0491,2.5896,1.6092,289,289,100.00
A2021129,2021-05-09,MOD11A2,LST_Night_1km,291.6400,301.4000,85623.6406,9.7600,296.2756,3.1973,1.7881,289,289,100.00
A2021137,2021-05-17,MOD11A2,LST_Night_1km,293.9200,296.6000,85354.4375,2.6800,295.3441,0.3518,0.5931,289,289,100.00
A2021145,2021-05-25,MOD11A2,LST_Night_1km,296.5200,299.5200,86240.0078,3.0000,298.4083,0.2138,0.4624,289,289,100.00
A2021153,2021-06-02,MOD11A2,LST_Night_1km,297.0200,300.7400,86339.1797,3.7200,298.7515,0.5296,0.7277,289,289,100.00
A2021161,2021-06-10,MOD11A2,LST_Night_1km,297.8400,302.3200,86629.0000,4.4800,299.7543,0.6836,0.8268,289,289,100.00
A2021169,2021-06-18,MOD11A2,LST_Night_1km,,,,,,,,289,0,0.00
A2021177,2021-06-26,MOD11A2,LST_Night_1km,297.3200,300.4000,86441.1250,3.0800,299.1042,0.3739,0.6114,289,289,100.00
A2021185,2021-07-04,MOD11A2,LST_Night_1km,296.5800,303.6200,87043.0859,7.0400,301.1871,1.2038,1.0972,289,289,100.00
A2021193,2021-07-12,MOD11A2,LST_Night_1km,298.9200,303.1600,87056.1328,4.2400,301.2323,0.6487,0.8054,289,289,100.00
A2021201,2021-07-20,MOD11A2,LST_Night_1km,296.9200,297.7800,5055.5400,0.8600,297.3847,0.0735,0.2711,289,17,5.88
A2021209,2021-07-28,MOD11A2,LST_Night_1km,,,,,,,,289,0,0.00
A2021217,2021-08-05,MOD11A2,LST_Night_1km,292.6600,296.4400,85061.9609,3.7800,294.3320,0.8814,0.9388,289,289,100.00
A2021225,2021-08-13,MOD11A2,LST_Night_1km,294.9000,297.3600,85595.8984,2.4600,296.1796,0.2879,0.5366,289,289,100.00
A2021233,2021-08-21,MOD11A2,LST_Night_1km,295.2600,298.2200,85702.5547,2.9600,296.5486,0.5121,0.7156,289,289,100.00
A2021241,2021-08-29,MOD11A2,LST_Night_1km,295.3800,296.4000,3848.1602,1.0200,296.0123,0.1103,0.3321,289,13,4.50
A2021249,2021-09-06,MOD11A2,LST_Night_1km,295.2000,299.7200,86089.5391,4.5200,297.8877,0.5598,0.7482,289,289,100.00
A2021257,2021-09-14,MOD11A2,LST_Night_1km,292.9200,296.9200,85087.8047,4.0000,295.4438,0.5533,0.7439,289,288,99.65
A2021265,2021-09-22,MOD11A2,LST_Night_1km,290.9600,297.8600,19462.6016,6.9000,294.8879,2.7921,1.6710,289,66,22.84
A2021273,2021-09-30,MOD11A2,LST_Night_1km,295.4200,298.2000,85694.4531,2.7800,296.5206,0.3283,0.5730,289,289,100.00
A2021281,2021-10-08,MOD11A2,LST_Night_1km,292.6200,297.2200,85193.3984,4.6000,294.7868,1.1625,1.0782,289,289,100.00
A2021289,2021-10-16,MOD11A2,LST_Night_1km,290.5800,295.2200,84733.2422,4.6400,293.1946,1.2478,1.1171,289,289,100.00
A2021297,2021-10-24,MOD11A2,LST_Night_1km,287.8000,293.6400,83911.5781,5.8400,290.3515,1.5406,1.2412,289,289,100.00
A2021305,2021-11-01,MOD11A2,LST_Night_1km,285.9600,292.7000,83757.4922,6.7400,289.8183,2.3869,1.5450,289,289,100.00
A2021313,2021-11-09,MOD11A2,LST_Night_1km,284.7400,290.9200,83237.5312,6.1800,288.0191,2.6853,1.6387,289,289,100.00
A2021321,2021-11-17,MOD11A2,LST_Night_1km,285.0600,290.9200,83434.2344,5.8600,288.6998,1.9929,1.4117,289,289,100.00
A2021329,2021-11-25,MOD11A2,LST_Night_1km,285.0600,291.0400,83286.5156,5.9800,288.1886,2.5479,1.5962,289,289,100.00
A2021337,2021-12-03,MOD11A2,LST_Night_1km,282.3200,288.4600,82603.8672,6.1400,285.8265,2.4698,1.5716,289,289,100.00
A2021345,2021-12-11,MOD11A2,LST_Night_1km,279.0200,286.2200,81820.8594,7.2000,283.1172,3.1670,1.7796,289,289,100.00
A2021353,2021-12-19,MOD11A2,LST_Night_1km,279.3800,286.7000,82012.0469,7.3200,283.7787,3.5185,1.8758,289,289,100.00
A2021361,2021-12-27,MOD11A2,LST_Night_1km,279.4600,285.2600,81503.2812,5.8000,282.0183,1.5227,1.2340,289,289,100.00
A2022001,2022-01-01,MOD11A2,LST_Night_1km,280.9600,285.9200,82065.7656,4.9600,283.9646,1.5237,1.2344,289,289,100.00
A2022009,2022-01-09,MOD11A2,LST_Night_1km,279.0800,284.3800,81273.9688,5.3000,281.2248,0.9196,0.9589,289,289,100.00
A2022017,2022-01-17,MOD11A2,LST_Night_1km,279.0600,284.3600,81353.1250,5.3000,281.4987,1.0714,1.0351,289,289,100.00
A2022025,2022-01-25,MOD11A2,LST_Night_1km,281.2400,286.5400,82078.7109,5.3000,284.0094,1.6347,1.2785,289,289,100.00
A2022033,2022-02-02,MOD11A2,LST_Night_1km,283.3200,287.6400,82592.7344,4.3200,285.7880,1.0567,1.0280,289,289,100.00
A2022041,2022-02-10,MOD11A2,LST_Night_1km,282.6800,289.0600,82665.8672,6.3800,286.0411,2.2703,1.5067,289,289,100.00
A2022049,2022-02-18,MOD11A2,LST_Night_1km,286.5800,291.1200,83530.0391,4.5400,289.0313,1.2512,1.1186,289,289,100.00
A2022057,2022-02-26,MOD11A2,LST_Night_1km,287.0200,291.6200,83636.6562,4.6000,289.4002,1.3515,1.1625,289,289,100.00
A2022065,2022-03-06,MOD11A2,LST_Night_1km,289.3000,294.0400,84317.1016,4.7400,291.7547,1.2318,1.1098,289,289,100.00
A2022073,2022-03-14,MOD11A2,LST_Night_1km,293.1800,298.9400,85651.3438,5.7600,296.3714,1.9867,1.4095,289,289,100.00
